time,Open,High,Low,Close,Volume
2018-03-20,1.17328,1.1749,1.16953,1.17064,107338
2018-03-21,1.17064,1.17287,1.16882,1.17078,137282
2018-03-22,1.17078,1.17242,1.16506,1.16764,140419
2018-03-23,1.16764,1.17154,1.16535,1.17013,130162
2018-03-26,1.16952,1.1773500000000001,1.16861,1.17636,224922
2018-03-27,1.17636,1.1773500000000001,1.17372,1.17398,121330
2018-03-28,1.17398,1.1803,1.17351,1.17717,124909
2018-03-29,1.17717,1.17961,1.1754,1.17621,128142
2018-03-30,1.17621,1.1768,1.17319,1.17514,55867
2018-04-02,1.17452,1.17633,1.17334,1.17435,169192
2018-04-03,1.17398,1.17743,1.17366,1.17611,102773
2018-04-04,1.17648,1.18045,1.1752799999999999,1.1796,66275
2018-04-05,1.17946,1.18048,1.17716,1.17931,54974
2018-04-06,1.17911,1.18041,1.17687,1.17776,78469
2018-04-09,1.17662,1.17981,1.17611,1.17797,58150
2018-04-10,1.17755,1.18256,1.1767400000000001,1.1821,65252
2018-04-11,1.1821,1.18803,1.18153,1.18419,60714
2018-04-12,1.18445,1.18895,1.1837900000000001,1.18582,60726
2018-04-13,1.18587,1.18792,1.18497,1.18647,49542
2018-04-16,1.18547,1.18846,1.18495,1.18822,117238
2018-04-17,1.18797,1.19536,1.18738,1.19505,50254
2018-04-18,1.19495,1.19917,1.19451,1.19853,55032
2018-04-19,1.19829,1.20012,1.1956,1.199,66098
2018-04-20,1.199,1.2005,1.19497,1.19795,58745
2018-04-23,1.19648,1.19834,1.19254,1.19405,156549
2018-04-24,1.19409,1.19901,1.19247,1.19734,64815
2018-04-25,1.19734,1.19967,1.19553,1.19558,59955
2018-04-26,1.19555,1.199,1.19513,1.19705,87829
2018-04-27,1.1966700000000001,1.1984,1.19524,1.19825,70052
2018-04-30,1.19739,1.19873,1.19557,1.19662,65481
2018-05-01,1.19662,1.19732,1.19352,1.19502,57486
2018-05-02,1.19502,1.19634,1.19347,1.19396,88765
2018-05-03,1.19396,1.19687,1.19346,1.19576,93043
2018-05-04,1.19576,1.19747,1.1936,1.1960899999999999,75736
2018-05-07,1.19567,1.19793,1.19469,1.19542,56736
2018-05-08,1.19542,1.19597,1.18658,1.18846,78716
2018-05-09,1.18846,1.19221,1.18662,1.19133,71454
2018-05-10,1.19133,1.19574,1.18983,1.19483,75815
2018-05-11,1.19483,1.19576,1.19246,1.19427,55957
2018-05-14,1.19369,1.19798,1.1930399999999999,1.19311,126867
2018-05-15,1.19299,1.19411,1.1848,1.18515,62036
2018-05-16,1.18485,1.18588,1.1771,1.182,69532
2018-05-17,1.18204,1.18404,1.18024,1.18073,74114
2018-05-18,1.18073,1.18174,1.17295,1.17408,57080
2018-05-21,1.1741,1.17615,1.17065,1.17572,136466
2018-05-22,1.1752799999999999,1.1771,1.1684,1.16903,62398
2018-05-23,1.1691,1.16964,1.15808,1.16445,93563
2018-05-24,1.16444,1.16524,1.15882,1.16156,77652
2018-05-25,1.16089,1.1642299999999999,1.15233,1.1533,71127
2018-05-28,1.15801,1.16285,1.1544699999999999,1.15473,178584
2018-05-29,1.15477,1.1554,1.13673,1.14379,115730
2018-05-30,1.14303,1.15666,1.14099,1.15362,106524
2018-05-31,1.15362,1.15712,1.14632,1.1522000000000001,95107
2018-06-01,1.15219,1.15739,1.1501000000000001,1.1517,80876
2018-06-04,1.15241,1.15644,1.15092,1.15519,149973
2018-06-05,1.15546,1.15632,1.1506,1.15359,62807
2018-06-06,1.15327,1.16397,1.1528,1.16082,62236
2018-06-07,1.16087,1.16346,1.15579,1.1565,68163
2018-06-08,1.15629,1.16183,1.15368,1.15891,61564
2018-06-11,1.15903,1.16565,1.15887,1.16096,130758
2018-06-12,1.16104,1.16249,1.15807,1.1591,56803
2018-06-13,1.15796,1.16238,1.15796,1.16168,157561
2018-06-14,1.16141,1.16478,1.15289,1.15296,95394
2018-06-15,1.15296,1.15858,1.15236,1.15759,89052
2018-06-18,1.15536,1.15716,1.15329,1.15641,47812
2018-06-19,1.1555900000000001,1.15699,1.14868,1.1513,83800
2018-06-20,1.1513,1.15518,1.14954,1.15306,63143
2018-06-21,1.15339,1.15405,1.14786,1.15085,88103
2018-06-22,1.15077,1.15506,1.14937,1.1514,101288
2018-06-25,1.15174,1.1557,1.14893,1.15491,171183
2018-06-26,1.15503,1.15646,1.15244,1.15282,82624
2018-06-27,1.15282,1.15547,1.15093,1.15152,86615
2018-06-28,1.15171,1.1565400000000001,1.15038,1.15358,117144
2018-06-29,1.1536,1.16001,1.15227,1.15702,109734
2018-07-02,1.15606,1.15694,1.15345,1.15621,63411
2018-07-03,1.15618,1.15851,1.15501,1.15648,62981
2018-07-04,1.15635,1.15842,1.15485,1.15618,109081
2018-07-05,1.15618,1.16192,1.15618,1.15832,77513
2018-07-06,1.1604,1.16392,1.15832,1.16234,83846
2018-07-09,1.16143,1.16563,1.16048,1.16499,67438
2018-07-10,1.16453,1.16589,1.16314,1.16459,67106
2018-07-11,1.16467,1.1658,1.16187,1.16289,93235
2018-07-12,1.16239,1.17076,1.16186,1.16962,68814
2018-07-13,1.16955,1.17083,1.16576,1.1703999999999999,68283
2018-07-16,1.17004,1.17137,1.16689,1.16714,204779
2018-07-17,1.1671,1.1681300000000001,1.16398,1.16618,78059
2018-07-18,1.16621,1.16693,1.16023,1.16262,68534
2018-07-19,1.16245,1.16393,1.16133,1.16315,98373
2018-07-20,1.16315,1.1654200000000001,1.1611,1.1634,126704
2018-07-23,1.16271,1.16408,1.1602000000000001,1.1602000000000001,62160
2018-07-24,1.16041,1.16308,1.15945,1.16107,73849
2018-07-25,1.16109,1.16334,1.15941,1.16306,73104
2018-07-26,1.16319,1.16373,1.15727,1.15732,72800
2018-07-27,1.15731,1.16052,1.15662,1.15949,61037
2018-07-30,1.15863,1.16036,1.1566,1.15678,145174
2018-07-31,1.1569,1.15975,1.15598,1.15773,200716
2018-08-01,1.15757,1.16033,1.15636,1.15651,62880
2018-08-02,1.1565699999999999,1.15704,1.15294,1.15309,55765
2018-08-03,1.15309,1.15412,1.14965,1.1503,65548
2018-08-06,1.14933,1.15279,1.14917,1.15151,45955
2018-08-07,1.15114,1.15475,1.15085,1.1544699999999999,45620
2018-08-08,1.15442,1.15568,1.15266,1.15306,46023
2018-08-09,1.15313,1.1536,1.1449799999999999,1.14534,58665
2018-08-10,1.1453,1.14604,1.1339,1.13558,104330
2018-08-13,1.12996,1.13599,1.12858,1.1329,258819
2018-08-14,1.13287,1.13542,1.1265100000000001,1.12768,71825
2018-08-15,1.12765,1.13047,1.12428,1.12705,83160
2018-08-16,1.1272,1.13472,1.12577,1.1338300000000001,81313
2018-08-17,1.13371,1.13937,1.13256,1.13858,70640
2018-08-20,1.13751,1.13864,1.13531,1.13797,165411
2018-08-21,1.13798,1.14182,1.13583,1.13943,73905
2018-08-22,1.13995,1.14093,1.13741,1.13991,190457
2018-08-23,1.1399,1.1407,1.13639,1.13768,64056
2018-08-24,1.13766,1.14294,1.13657,1.14214,68678
2018-08-27,1.14232,1.14493,1.14099,1.14374,57456
2018-08-28,1.1439,1.14532,1.14157,1.14164,62116
2018-08-29,1.14151,1.14226,1.13432,1.13607,70466
2018-08-30,1.13589,1.1368,1.13023,1.13089,64990
2018-08-31,1.13059,1.13107,1.12385,1.12391,83818
2018-09-03,1.12429,1.1271200000000001,1.12314,1.12569,124933
2018-09-04,1.12573,1.12899,1.12411,1.12836,71420
2018-09-05,1.12829,1.1320000000000001,1.12524,1.13001,74252
2018-09-06,1.1298300000000001,1.13107,1.12166,1.12166,73464
2018-09-07,1.12167,1.1244399999999999,1.11825,1.11936,74402
2018-09-10,1.11881,1.13151,1.11844,1.13004,163663
2018-09-11,1.12977,1.13429,1.12628,1.12829,172775
2018-09-12,1.12813,1.13105,1.12679,1.12831,62423
2018-09-13,1.12838,1.13147,1.12611,1.12845,58507
2018-09-14,1.1284,1.13032,1.124,1.12411,53479
2018-09-17,1.1243400000000001,1.12597,1.12298,1.12432,133146
2018-09-18,1.12429,1.1262,1.12218,1.12513,62610
2018-09-19,1.12524,1.13263,1.1235,1.12872,54391
2018-09-20,1.12872,1.13207,1.1272199999999999,1.129,67189
2018-09-21,1.129,1.13076,1.12211,1.12571,66094
2018-09-24,1.12623,1.13358,1.1249500000000001,1.13222,146166
2018-09-25,1.13202,1.13817,1.13199,1.13526,156017
2018-09-26,1.13491,1.13842,1.13313,1.13364,171018
2018-09-27,1.1335600000000001,1.14142,1.13108,1.13741,72270
2018-09-28,1.13728,1.13979,1.12801,1.139,206831
2018-10-01,1.13841,1.14277,1.13638,1.13879,165888
2018-10-02,1.13878,1.1396,1.13117,1.13601,68044
2018-10-03,1.13585,1.14207,1.13572,1.13871,80992
2018-10-04,1.13875,1.14347,1.13653,1.14165,82461
2018-10-05,1.14147,1.1449,1.14104,1.14287,197309
2018-10-08,1.14265,1.1441,1.13806,1.1400000000000001,146213
2018-10-09,1.13997,1.14148,1.13682,1.13938,70571
2018-10-10,1.13953,1.14432,1.13889,1.14038,71368
2018-10-11,1.1405,1.14883,1.13907,1.14701,105704
2018-10-12,1.14706,1.1492,1.14482,1.14629,70976
2018-10-15,1.14319,1.14636,1.14141,1.14285,198889
2018-10-16,1.14285,1.14776,1.14214,1.14644,64129
2018-10-17,1.14575,1.14822,1.14368,1.14447,193844
2018-10-18,1.14382,1.14656,1.13979,1.14012,74770
2018-10-19,1.13978,1.14914,1.13912,1.14693,203400
2018-10-22,1.14591,1.15003,1.14154,1.14181,172761
2018-10-23,1.14158,1.14293,1.13963,1.14108,202587
2018-10-24,1.14086,1.14178,1.13541,1.13656,226402
2018-10-25,1.13645,1.14153,1.13541,1.13642,77829
2018-10-26,1.13642,1.13853,1.13422,1.13656,86053
2018-10-29,1.1363699999999999,1.14084,1.13628,1.13932,70552
2018-10-30,1.13932,1.14182,1.137,1.14024,68922
2018-10-31,1.14024,1.14137,1.13787,1.13994,70842
2018-11-01,1.13994,1.14481,1.13994,1.14257,70918
2018-11-02,1.14257,1.14542,1.14046,1.14265,67365
2018-11-05,1.14186,1.14627,1.14168,1.14565,170725
2018-11-06,1.14552,1.14695,1.14448,1.14537,157533
2018-11-07,1.14532,1.14689,1.14368,1.1451500000000001,86990
2018-11-08,1.14461,1.14694,1.1428,1.14292,65259
2018-11-09,1.14319,1.14377,1.13823,1.13893,59983
2018-11-12,1.13823,1.13988,1.13336,1.13392,198312
2018-11-13,1.1339299999999999,1.13867,1.13341,1.1366100000000001,72174
2018-11-14,1.13702,1.14227,1.13582,1.13742,81359
2018-11-15,1.13762,1.14195,1.13438,1.14002,79817
2018-11-16,1.14059,1.14334,1.1384,1.14082,62676
2018-11-19,1.14089,1.14173,1.13697,1.13787,182447
2018-11-20,1.13798,1.13806,1.13047,1.13091,53099
2018-11-21,1.13112,1.13462,1.1303,1.13195,48138
2018-11-22,1.13212,1.13565,1.13165,1.13372,42939
2018-11-23,1.13357,1.1353900000000001,1.12951,1.12991,44417
2018-11-26,1.13039,1.13414,1.12975,1.1309,144196
2018-11-27,1.13086,1.1324,1.1274899999999999,1.12763,55395
2018-11-28,1.12758,1.13161,1.12602,1.12972,64982
2018-11-29,1.12976,1.1347800000000001,1.12887,1.13441,60018
2018-11-30,1.13427,1.13562,1.12949,1.12989,54628
2018-12-03,1.13305,1.1345399999999999,1.13038,1.13284,141917
2018-12-04,1.13305,1.13479,1.13048,1.13125,65649
2018-12-05,1.13123,1.13306,1.13056,1.13172,44235
2018-12-06,1.13158,1.13188,1.12801,1.12949,71107
2018-12-07,1.12957,1.13093,1.12796,1.12811,64845
2018-12-10,1.12867,1.13075,1.12351,1.12449,141101
2018-12-11,1.12436,1.12579,1.1224,1.1239,61695
2018-12-12,1.12406,1.12969,1.12331,1.12931,66833
2018-12-13,1.12931,1.13012,1.12652,1.12888,64499
2018-12-14,1.12887,1.1294,1.12406,1.12818,61805
2018-12-17,1.1269,1.12909,1.12473,1.12665,180206
2018-12-18,1.12666,1.12967,1.12597,1.12761,59019
2018-12-19,1.12803,1.13436,1.12699,1.13141,71897
2018-12-20,1.13142,1.13486,1.12961,1.13057,79900
2018-12-21,1.13063,1.13233,1.12898,1.13108,81375
2018-12-24,1.13118,1.13438,1.12676,1.12698,49794
2018-12-26,1.1254,1.13081,1.1238,1.13016,77815
2018-12-27,1.13021,1.13112,1.12402,1.1290499999999999,87287
2018-12-28,1.12898,1.12975,1.12142,1.12562,79873
2018-12-31,1.1251,1.1286100000000001,1.12371,1.12597,121627
2019-01-02,1.12494,1.12701,1.12163,1.12297,160325
2019-01-03,1.12282,1.12774,1.11705,1.12399,98793
2019-01-04,1.12397,1.12687,1.12317,1.12396,68645
2019-01-07,1.124,1.1259299999999999,1.12235,1.12393,139980
2019-01-08,1.12392,1.12449,1.12188,1.12257,48678
2019-01-09,1.1226099999999999,1.12649,1.12091,1.12458,109107
2019-01-10,1.12458,1.13242,1.12374,1.13187,102528
2019-01-11,1.13186,1.13392,1.12716,1.12765,60191
2019-01-14,1.12709,1.12869,1.12455,1.12483,48053
2019-01-15,1.12472,1.1289,1.12432,1.12719,69046
2019-01-16,1.12701,1.12957,1.12587,1.12824,50934
2019-01-17,1.12821,1.13306,1.12741,1.13211,57033
2019-01-18,1.13209,1.1337,1.12999,1.13124,49694
2019-01-21,1.131,1.13465,1.1280999999999999,1.13366,95612
2019-01-22,1.13366,1.13426,1.1316,1.13277,52851
2019-01-23,1.13272,1.13464,1.13163,1.1323,54001
2019-01-24,1.13199,1.13301,1.12588,1.1261700000000001,80645
2019-01-25,1.12622,1.1335899999999999,1.12582,1.13275,71492
2019-01-28,1.1323699999999999,1.1345,1.1309,1.13333,125348
2019-01-29,1.1332200000000001,1.13781,1.13292,1.13687,71997
2019-01-30,1.13712,1.1428,1.13652,1.14103,75553
2019-01-31,1.1411,1.14282,1.13713,1.13787,78183
2019-02-01,1.13818,1.14117,1.1375,1.13977,70973
2019-02-04,1.13979,1.14227,1.13917,1.14093,146310
2019-02-05,1.14102,1.14432,1.14012,1.14026,58844
2019-02-06,1.1402700000000001,1.14065,1.13851,1.13882,55295
2019-02-07,1.13893,1.13935,1.13446,1.13642,51821
2019-02-08,1.13632,1.13692,1.13215,1.13219,42121
2019-02-11,1.1322,1.14205,1.13047,1.13194,99137
2019-02-12,1.1320000000000001,1.1406100000000001,1.13172,1.13986,45146
2019-02-13,1.13978,1.14055,1.13606,1.13622,46554
2019-02-14,1.13638,1.13812,1.13481,1.13492,60136
2019-02-15,1.13517,1.13575,1.13313,1.13476,52178
2019-02-18,1.13397,1.1365,1.13347,1.1356,88765
2019-02-19,1.13572,1.1373,1.13323,1.13498,49691
2019-02-20,1.13528,1.13656,1.13349,1.13452,50058
2019-02-21,1.1347800000000001,1.13679,1.13392,1.13453,58529
2019-02-22,1.13466,1.13535,1.13293,1.1335600000000001,44595
2019-02-25,1.13279,1.1368,1.13225,1.13623,105372
2019-02-26,1.13606,1.13898,1.13502,1.1384400000000001,51198
2019-02-27,1.13892,1.13926,1.13512,1.13833,51443
2019-02-28,1.13836,1.13872,1.13289,1.13453,66756
2019-03-01,1.1345399999999999,1.137,1.13352,1.13509,55133
2019-03-04,1.13557,1.13654,1.13153,1.13258,105790
2019-03-05,1.1327,1.13579,1.13123,1.13521,44957
2019-03-06,1.1356600000000001,1.1368800000000001,1.13447,1.1360999999999999,41456
2019-03-07,1.13615,1.13667,1.13132,1.1318,66571
2019-03-08,1.13191,1.1333,1.13069,1.13209,62733
2019-03-11,1.13193,1.13707,1.13146,1.1363699999999999,52296
2019-03-12,1.1363699999999999,1.13842,1.13465,1.13735,74878
2019-03-13,1.13735,1.13795,1.1354,1.13693,60487
2019-03-14,1.13691,1.13746,1.13422,1.13457,62907
2019-03-15,1.13457,1.13723,1.13425,1.13473,45828
2019-03-18,1.1346,1.13647,1.13375,1.13495,35714
2019-03-19,1.13492,1.13583,1.13382,1.1342,36278
2019-03-20,1.1342,1.135,1.13169,1.13209,57321
2019-03-21,1.13214,1.1333199999999999,1.1265,1.1280999999999999,60250
2019-03-22,1.12808,1.12974,1.12112,1.12259,77231
2019-03-25,1.12249,1.12561,1.12203,1.1226,47429
2019-03-26,1.1226,1.12464,1.1199,1.12042,48835
2019-03-27,1.12042,1.12189,1.1172,1.11837,64032
2019-03-28,1.11837,1.12133,1.11645,1.11666,61014
2019-03-29,1.11664,1.12002,1.116,1.11629,57707
2019-04-01,1.11699,1.12032,1.11662,1.11969,57584
2019-04-02,1.12007,1.12024,1.11681,1.11797,53075
2019-04-03,1.11819,1.12155,1.11689,1.12098,46324
2019-04-04,1.12109,1.12243,1.11862,1.12182,46401
2019-04-05,1.12201,1.12391,1.12033,1.12161,40397
2019-04-08,1.12168,1.1256,1.11933,1.12469,35375
2019-04-09,1.12475,1.12791,1.12438,1.12583,47648
2019-04-10,1.12599,1.13036,1.12541,1.12997,53121
2019-04-11,1.13019,1.13137,1.12884,1.12892,43316
2019-04-12,1.12907,1.13309,1.12806,1.1326100000000001,45695
2019-04-15,1.13209,1.13531,1.13205,1.13476,34587
2019-04-16,1.13496,1.1377,1.13405,1.13655,49639
2019-04-17,1.13663,1.14216,1.13612,1.14137,45428
2019-04-18,1.14192,1.14192,1.13649,1.1402,49340
2019-04-19,1.1403699999999999,1.14103,1.13897,1.13972,56648
2019-04-22,1.13941,1.14386,1.13921,1.14295,16732
2019-04-23,1.14331,1.14756,1.14076,1.14495,45277
2019-04-24,1.14493,1.14531,1.13786,1.13803,57961
2019-04-25,1.13806,1.13884,1.1355,1.13568,49644
2019-04-26,1.13573,1.13846,1.13492,1.13591,50025
2019-04-29,1.13567,1.14085,1.13567,1.14035,32248
2019-04-30,1.1403699999999999,1.14444,1.13876,1.14286,52306
2019-05-01,1.14287,1.1439,1.13897,1.13944,48798
2019-05-02,1.13943,1.14266,1.13765,1.13873,44299
2019-05-03,1.13877,1.1396,1.13714,1.13843,45804
2019-05-06,1.13453,1.14075,1.13453,1.13951,44278
2019-05-07,1.13952,1.14388,1.13818,1.1407,49398
2019-05-08,1.14074,1.14288,1.13824,1.14171,59733
2019-05-09,1.14167,1.14275,1.13704,1.13802,63248
2019-05-10,1.13816,1.14086,1.13586,1.1363699999999999,55469
2019-05-13,1.13546,1.13683,1.12913,1.12917,53164
2019-05-14,1.1293199999999999,1.13288,1.12874,1.1299,44075
2019-05-15,1.12989,1.1313,1.12633,1.1297,48558
2019-05-16,1.12979,1.13168,1.12804,1.12828,44494
2019-05-17,1.12832,1.1298300000000001,1.1268799999999999,1.12775,53723
2019-05-20,1.12754,1.12921,1.12562,1.12591,38555
2019-05-21,1.1259299999999999,1.12907,1.12548,1.12819,46013
2019-05-22,1.12818,1.12908,1.12446,1.12565,42457
2019-05-23,1.12571,1.12594,1.1205,1.1216,62592
2019-05-24,1.1216,1.12332,1.11945,1.12221,49257
2019-05-27,1.12132,1.1263,1.12132,1.12341,28307
2019-05-28,1.12342,1.12776,1.12238,1.12445,54925
2019-05-29,1.12453,1.12512,1.12072,1.12215,54602
2019-05-30,1.12227,1.12476,1.12086,1.12149,42216
2019-05-31,1.12147,1.12211,1.11704,1.11762,68923
2019-06-03,1.11753,1.12039,1.11186,1.11555,77868
2019-06-04,1.11554,1.119,1.11484,1.11602,74323
2019-06-05,1.11621,1.11957,1.11359,1.11604,76879
2019-06-06,1.11602,1.1197,1.11511,1.11771,72284
2019-06-07,1.11777,1.12063,1.11672,1.11923,67661
2019-06-10,1.11914,1.12094,1.1185100000000001,1.11949,54803
2019-06-11,1.1195,1.1243,1.11818,1.12377,61991
2019-06-12,1.12381,1.12634,1.12241,1.12349,64857
2019-06-13,1.12354,1.1249,1.1199,1.12063,59449
2019-06-14,1.12056,1.12269,1.11916,1.1192,66831
2019-06-17,1.11898,1.12213,1.11884,1.12082,43301
2019-06-18,1.12071,1.12126,1.11723,1.11958,78975
2019-06-19,1.11941,1.12107,1.11536,1.11596,66185
2019-06-20,1.11592,1.11626,1.10558,1.10828,88013
2019-06-21,1.10826,1.1126,1.10651,1.10975,79521
2019-06-24,1.1097,1.11299,1.10643,1.10764,61910
2019-06-25,1.1078000000000001,1.11237,1.10612,1.10885,80455
2019-06-26,1.10885,1.11235,1.10755,1.11159,79917
2019-06-27,1.11159,1.11444,1.1097,1.11016,64612
2019-06-28,1.11013,1.11226,1.10817,1.1099,62747
2019-07-01,1.10986,1.1161,1.10986,1.1145,70386
2019-07-02,1.1145,1.11711,1.11238,1.11295,62150
2019-07-03,1.11286,1.11358,1.11069,1.11252,56568
2019-07-04,1.1125099999999999,1.11377,1.11101,1.11151,29923
2019-07-05,1.1115,1.11469,1.11049,1.11297,59028
2019-07-08,1.11294,1.11528,1.11123,1.11445,20089
2019-07-09,1.11442,1.11577,1.11226,1.11352,35667
2019-07-10,1.11344,1.11447,1.11198,1.11314,43204
2019-07-11,1.11309,1.11473,1.11048,1.11411,40231
2019-07-12,1.11414,1.11543,1.10713,1.10886,44213
2019-07-15,1.10844,1.11031,1.10655,1.10824,35078
2019-07-16,1.10816,1.10937,1.1056300000000001,1.10723,36254
2019-07-17,1.10722,1.11102,1.10697,1.10819,27977
2019-07-18,1.10819,1.10892,1.10597,1.10665,40940
2019-07-19,1.10666,1.10826,1.10115,1.10129,36936
2019-07-22,1.10149,1.10352,1.09989,1.10054,29815
2019-07-23,1.10053,1.10192,1.09708,1.09852,34019
2019-07-24,1.09852,1.10047,1.09687,1.09691,32274
2019-07-25,1.0969,1.10548,1.09623,1.10431,45907
2019-07-26,1.10425,1.10629,1.10375,1.10517,35195
2019-07-29,1.10464,1.10589,1.10249,1.10499,28439
2019-07-30,1.10492,1.10545,1.10288,1.10457,43356
2019-07-31,1.10458,1.10618,1.10028,1.10094,53835
2019-08-01,1.10094,1.1019,1.0969,1.09756,75611
2019-08-02,1.09756,1.09758,1.09064,1.09091,79852
2019-08-05,1.09275,1.09313,1.08629,1.09045,87203
2019-08-06,1.09041,1.09534,1.08937,1.09329,83128
2019-08-07,1.0933,1.09579,1.08927,1.09215,98279
2019-08-08,1.09215,1.09554,1.08974,1.08974,68097
2019-08-09,1.08974,1.09302,1.08875,1.08916,54624
2019-08-12,1.08922,1.09016,1.08671,1.08681,58448
2019-08-13,1.08678,1.09221,1.08407,1.09086,79760
2019-08-14,1.09087,1.09138,1.08376,1.08396,89537
2019-08-15,1.08405,1.08735,1.0835,1.08439,100667
2019-08-16,1.0843,1.08771,1.08374,1.08513,67180
2019-08-19,1.08455,1.08977,1.08314,1.08698,51953
2019-08-20,1.0872,1.0881,1.08442,1.08506,52855
2019-08-21,1.08473,1.08949,1.08473,1.0889199999999999,51229
2019-08-22,1.08865,1.09188,1.08746,1.08968,56544
2019-08-23,1.08964,1.09274,1.08539,1.08579,69862
2019-08-26,1.08479,1.0902,1.08372,1.08643,82642
2019-08-27,1.08643,1.09157,1.0858,1.08812,54506
2019-08-28,1.08769,1.09021,1.08643,1.0873,48971
2019-08-29,1.0873,1.09131,1.08603,1.09072,52433
2019-08-30,1.09072,1.09232,1.08672,1.08744,56930
2019-09-02,1.08748,1.08927,1.0858,1.08619,32325
2019-09-03,1.08573,1.08658,1.08189,1.08275,53458
2019-09-04,1.08275,1.08593,1.08107,1.08194,48592
2019-09-05,1.08198,1.09126,1.08134,1.08782,47663
2019-09-06,1.08782,1.09305,1.08735,1.08874,49564
2019-09-09,1.08875,1.09619,1.0883099999999999,1.09564,41751
2019-09-10,1.09564,1.09678,1.09152,1.09483,43333
2019-09-11,1.09483,1.09706,1.09102,1.09305,40293
2019-09-12,1.09305,1.09683,1.08499,1.09542,64643
2019-09-13,1.0954,1.09741,1.09269,1.09616,50675
2019-09-16,1.09344,1.09586,1.09115,1.092,48297
2019-09-17,1.092,1.09968,1.09093,1.09943,47711
2019-09-18,1.09943,1.10182,1.09843,1.09974,46749
2019-09-19,1.09974,1.10172,1.09561,1.09578,56325
2019-09-20,1.09578,1.0969,1.09111,1.0919,49937
2019-09-23,1.09225,1.09287,1.08559,1.08794,44640
2019-09-24,1.08781,1.08965,1.08434,1.08572,49400
2019-09-25,1.08572,1.08669,1.08317,1.08493,49381
2019-09-26,1.08493,1.08751,1.08436,1.08467,45486
2019-09-27,1.08452,1.08646,1.08322,1.08434,44401
2019-09-30,1.08441,1.08861,1.08346,1.08727,44198
